Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx
A00: Hungarian Opening: Indian Defense	g2g3,g8f6,f1g2,g7g6,e2e4,f8g7,e4e5,f6g8,d2d4,d7d6,e5d6	11	0.0140770013905505	0.1319152133376265	1597	171	1130	0.5510697032436163	0.0590062111801242	0.3899240855762595	1. g3 Nf6 2. Bg2 g6 3. e4 Bg7 4. e5 Ng8 5. d4 d6 6. exd6	rnbqk1nr/ppp1ppbp/3P2p1/8/3P4/6P1/PPP2PBP/RNBQK1NR b KQkq - 0 6	54
C25: Vienna Game: Max Lange Defense	b1c3,e7e5,e2e4,b8c6,f1c4,f8c5,d1g4	7	0.0159701781084407	0.1257020502888176	102821	5008	56461	0.6258506299835657	0.0304826830604419	0.3436666869559924	1. Nc3 e5 2. e4 Nc6 3. Bc4 Bc5 4. Qg4	r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P1Q1/2N5/PPPP1PPP/R1B1K1NR b KQkq - 4 4	55
C25: Vienna Game: Max Lange Defense	e2e4,e7e5,b1c3,b8c6,f1c4,f8c5,d1g4	7	0.0398881716172499	0.1256945895350743	102654	5004	56372	0.6258245442906786	0.0305066146436627	0.3436688410656587	1. e4 e5 2. Nc3 Nc6 3. Bc4 Bc5 4. Qg4	r1bqk1nr/pppp1ppp/2n5/2b1p3/2B1P1Q1/2N5/PPPP1PPP/R1B1K1NR b KQkq - 5 4	55
C00: French Defense: Knight Variation	e2e4,e7e6,g1f3,d7d5,f3e5,d5e4,f1b5,c7c6,d1h5	9	0.0258604672164332	0.2200091711168207	852	29	489	0.621897810218978	0.0211678832116788	0.356934306569343	1. e4 e6 2. Nf3 d5 3. Ne5 dxe4 4. Bb5+ c6 5. Qh5	rnbqkbnr/pp3ppp/2p1p3/1B2N2Q/4p3/8/PPPP1PPP/RNB1K2R b KQkq - 1 5	56
C00: French Defense: Knight Variation	g1f3,e7e6,e2e4,d7d5,f3e5,d5e4,f1b5,c7c6,d1h5	9	0.0200323377276607	0.2199612171587371	852	29	489	0.621897810218978	0.0211678832116788	0.356934306569343	1. Nf3 e6 2. e4 d5 3. Ne5 dxe4 4. Bb5+ c6 5. Qh5	rnbqkbnr/pp3ppp/2p1p3/1B2N2Q/4p3/8/PPPP1PPP/RNB1K2R b KQkq - 1 5	56
C00: French Defense: Knight Variation	e2e4,e7e6,g1f3,d7d5,f3e5,d5e4,f1b5,c7c6,d1h5,g7g6,h5f3	11	0.0139495512941198	0.1186764798944018	385	12	251	0.5941358024691358	0.0185185185185185	0.3873456790123457	1. e4 e6 2. Nf3 d5 3. Ne5 dxe4 4. Bb5+ c6 5. Qh5 g6 6. Qf3	rnbqkbnr/pp3p1p/2p1p1p1/1B2N3/4p3/5Q2/PPPP1PPP/RNB1K2R b KQkq - 1 6	56
C00: French Defense: Knight Variation	g1f3,e7e6,e2e4,d7d5,f3e5,d5e4,f1b5,c7c6,d1h5,g7g6,h5f3	11	0.0108057646574754	0.118650612759348	385	12	251	0.5941358024691358	0.0185185185185185	0.3873456790123457	1. Nf3 e6 2. e4 d5 3. Ne5 dxe4 4. Bb5+ c6 5. Qh5 g6 6. Qf3	rnbqkbnr/pp3p1p/2p1p1p1/1B2N3/4p3/5Q2/PPPP1PPP/RNB1K2R b KQkq - 1 6	56
C00: French Defense: Knight Variation	e2e4,e7e6,g1f3,d7d5,f3e5,d5e4,f1b5,c7c6	8	0.0258604672164332	0.2200091711168207	1133	43	787	0.5771777890983188	0.0219052470708099	0.4009169638308711	1. e4 e6 2. Nf3 d5 3. Ne5 dxe4 4. Bb5+ c6	rnbqkbnr/pp3ppp/2p1p3/1B2N3/4p3/8/PPPP1PPP/RNBQK2R w KQkq - 0 5	56
C00: French Defense: Knight Variation	g1f3,e7e6,e2e4,d7d5,f3e5,d5e4,f1b5,c7c6	8	0.0200323377276607	0.2199612171587371	1133	43	787	0.5771777890983188	0.0219052470708099	0.4009169638308711	1. Nf3 e6 2. e4 d5 3. Ne5 dxe4 4. Bb5+ c6	rnbqkbnr/pp3ppp/2p1p3/1B2N3/4p3/8/PPPP1PPP/RNBQK2R w KQkq - 0 5	56
C00: French Defense: Knight Variation	e2e4,e7e6,g1f3,d7d5,f3e5,d5e4,f1b5	7	0.0313138398813858	0.2664040018739749	1257	55	870	0.576076993583868	0.0252062328139321	0.3987167736021998	1. e4 e6 2. Nf3 d5 3. Ne5 dxe4 4. Bb5+	rnbqkbnr/ppp2ppp/4p3/1B2N3/4p3/8/PPPP1PPP/RNBQK2R b KQkq - 1 4	56
C00: French Defense: Knight Variation	g1f3,e7e6,e2e4,d7d5,f3e5,d5e4,f1b5	7	0.0242566930753362	0.266345935538493	1257	55	870	0.576076993583868	0.0252062328139321	0.3987167736021998	1. Nf3 e6 2. e4 d5 3. Ne5 dxe4 4. Bb5+	rnbqkbnr/ppp2ppp/4p3/1B2N3/4p3/8/PPPP1PPP/RNBQK2R b KQkq - 1 4	56
A04: Zukertort Opening: Queen's Gambit Invitation	g1f3,e7e6,f3e5,d7d5,e2e4,d5e4,f1b5	7	0.0113487770791695	0.1246130558267507	1257	55	870	0.576076993583868	0.0252062328139321	0.3987167736021998	1. Nf3 e6 2. Ne5 d5 3. e4 dxe4 4. Bb5+	rnbqkbnr/ppp2ppp/4p3/1B2N3/4p3/8/PPPP1PPP/RNBQK2R b KQkq - 1 4	56
C00: French Defense: Knight Variation	e2e4,e7e6,g1f3,d7d5,f3e5,d5e4,f1b5,c7c6,d1h5,g7g6	10	0.0139495512941198	0.1186764798944018	610	20	438	0.5711610486891385	0.0187265917602996	0.4101123595505618	1. e4 e6 2. Nf3 d5 3. Ne5 dxe4 4. Bb5+ c6 5. Qh5 g6	rnbqkbnr/pp3p1p/2p1p1p1/1B2N2Q/4p3/8/PPPP1PPP/RNB1K2R w KQkq - 0 6	56
C00: French Defense: Knight Variation	g1f3,e7e6,e2e4,d7d5,f3e5,d5e4,f1b5,c7c6,d1h5,g7g6	10	0.0108057646574754	0.118650612759348	610	20	438	0.5711610486891385	0.0187265917602996	0.4101123595505618	1. Nf3 e6 2. e4 d5 3. Ne5 dxe4 4. Bb5+ c6 5. Qh5 g6	rnbqkbnr/pp3p1p/2p1p1p1/1B2N2Q/4p3/8/PPPP1PPP/RNB1K2R w KQkq - 0 6	56
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,f3e5,f8g7,e5f7,e8f7,e2e4,g8f6,f1c4,e7e6,e4e5,f6d5,d1f3	13	0.0107175282081296	0.1597267432705412	416	14	241	0.6199701937406855	0.0208643815201192	0.3591654247391952	1. Nf3 g6 2. Ne5 Bg7 3. Nxf7 Kxf7 4. e4 Nf6 5. Bc4+ e6 6. e5 Nd5 7. Qf3+	rnbq3r/pppp1kbp/4p1p1/3nP3/2B5/5Q2/PPPP1PPP/RNB1K2R b KQ - 2 7	57
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,f3e5,f8g7,e5f7,e8f7,e2e4,g8f6,f1c4,e7e6,e4e5	11	0.0233335899845566	0.3477479382061498	1104	40	761	0.5795275590551181	0.0209973753280839	0.3994750656167979	1. Nf3 g6 2. Ne5 Bg7 3. Nxf7 Kxf7 4. e4 Nf6 5. Bc4+ e6 6. e5	rnbq3r/pppp1kbp/4pnp1/4P3/2B5/8/PPPP1PPP/RNBQK2R b KQ - 0 6	57
A04: Zukertort Opening: Kingside Fianchetto	g1f3,g7g6,f3e5,f8g7,e5f7,e8f7,e2e4,g8f6,f1c4,e7e6,e4e5,f6d5	12	0.0107175282081296	0.1597267432705412	917	35	654	0.5709838107098381	0.0217932752179327	0.4072229140722291	1. Nf3 g6 2. Ne5 Bg7 3. Nxf7 Kxf7 4. e4 Nf6 5. Bc4+ e6 6. e5 Nd5	rnbq3r/pppp1kbp/4p1p1/3nP3/2B5/8/PPPP1PPP/RNBQK2R w KQ - 1 7	57
C00: French Defense: La Bourdonnais Variation	e2e4,e7e6,f2f4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3,b4a3,c1a3,f8a3,b1a3	13	0.0124171443623733	0.1056394540724953	362	19	203	0.6198630136986302	0.0325342465753424	0.3476027397260274	1. e4 e6 2. f4 d5 3. e5 c5 4. b4 cxb4 5. a3 bxa3 6. Bxa3 Bxa3 7. Nxa3	rnbqk1nr/pp3ppp/4p3/3pP3/5P2/N7/2PP2PP/R2QKBNR b KQkq - 0 7	58
C00: French Defense: La Bourdonnais Variation	f2f4,e7e6,e2e4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3,b4a3,c1a3,f8a3,b1a3	13	0.0108585360184083	0.1054884109009053	362	19	203	0.6198630136986302	0.0325342465753424	0.3476027397260274	1. f4 e6 2. e4 d5 3. e5 c5 4. b4 cxb4 5. a3 bxa3 6. Bxa3 Bxa3 7. Nxa3	rnbqk1nr/pp3ppp/4p3/3pP3/5P2/N7/2PP2PP/R2QKBNR b KQkq - 0 7	58
C00: French Defense: La Bourdonnais Variation	e2e4,e7e6,f2f4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3,b4a3,c1a3,f8a3	12	0.0124171443623733	0.1056394540724953	371	19	219	0.6091954022988506	0.0311986863711001	0.3596059113300492	1. e4 e6 2. f4 d5 3. e5 c5 4. b4 cxb4 5. a3 bxa3 6. Bxa3 Bxa3	rnbqk1nr/pp3ppp/4p3/3pP3/5P2/b7/2PP2PP/RN1QKBNR w KQkq - 0 7	58
C00: French Defense: La Bourdonnais Variation	f2f4,e7e6,e2e4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3,b4a3,c1a3,f8a3	12	0.0108585360184083	0.1054884109009053	371	19	219	0.6091954022988506	0.0311986863711001	0.3596059113300492	1. f4 e6 2. e4 d5 3. e5 c5 4. b4 cxb4 5. a3 bxa3 6. Bxa3 Bxa3	rnbqk1nr/pp3ppp/4p3/3pP3/5P2/b7/2PP2PP/RN1QKBNR w KQkq - 0 7	58
C00: French Defense: La Bourdonnais Variation	e2e4,e7e6,f2f4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3,b4a3,c1a3	11	0.0137650580596046	0.117106894810628	407	22	245	0.6038575667655787	0.0326409495548961	0.3635014836795252	1. e4 e6 2. f4 d5 3. e5 c5 4. b4 cxb4 5. a3 bxa3 6. Bxa3	rnbqkbnr/pp3ppp/4p3/3pP3/5P2/B7/2PP2PP/RN1QKBNR b KQkq - 0 6	58
C00: French Defense: La Bourdonnais Variation	f2f4,e7e6,e2e4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3,b4a3,c1a3	11	0.0120372586783014	0.1169394555052799	407	22	245	0.6038575667655787	0.0326409495548961	0.3635014836795252	1. f4 e6 2. e4 d5 3. e5 c5 4. b4 cxb4 5. a3 bxa3 6. Bxa3	rnbqkbnr/pp3ppp/4p3/3pP3/5P2/B7/2PP2PP/RN1QKBNR b KQkq - 0 6	58
C00: French Defense: La Bourdonnais Variation	e2e4,e7e6,f2f4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3,b4a3	10	0.0137650580596046	0.117106894810628	631	29	395	0.5981042654028436	0.0274881516587677	0.3744075829383886	1. e4 e6 2. f4 d5 3. e5 c5 4. b4 cxb4 5. a3 bxa3	rnbqkbnr/pp3ppp/4p3/3pP3/5P2/p7/2PP2PP/RNBQKBNR w KQkq - 0 6	58
C00: French Defense: La Bourdonnais Variation	f2f4,e7e6,e2e4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3,b4a3	10	0.0120372586783014	0.1169394555052799	631	29	395	0.5981042654028436	0.0274881516587677	0.3744075829383886	1. f4 e6 2. e4 d5 3. e5 c5 4. b4 cxb4 5. a3 bxa3	rnbqkbnr/pp3ppp/4p3/3pP3/5P2/p7/2PP2PP/RNBQKBNR w KQkq - 0 6	58
C00: French Defense: La Bourdonnais Variation	e2e4,e7e6,f2f4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3	9	0.0253546040695592	0.215705516016128	1070	69	784	0.5564222568902756	0.0358814352574103	0.4076963078523141	1. e4 e6 2. f4 d5 3. e5 c5 4. b4 cxb4 5. a3	rnbqkbnr/pp3ppp/4p3/3pP3/1p3P2/P7/2PP2PP/RNBQKBNR b KQkq - 0 5	58
C00: French Defense: Steinitz Attack	e2e4,e7e6,e4e5,d7d5,f2f4,c7c5,b2b4,c5b4,a2a3	9	0.0211841425828974	0.1802251139346054	1070	69	784	0.5564222568902756	0.0358814352574103	0.4076963078523141	1. e4 e6 2. e5 d5 3. f4 c5 4. b4 cxb4 5. a3	rnbqkbnr/pp3ppp/4p3/3pP3/1p3P2/P7/2PP2PP/RNBQKBNR b KQkq - 0 5	58
C00: French Defense: La Bourdonnais Variation	f2f4,e7e6,e2e4,d7d5,e4e5,c7c5,b2b4,c5b4,a2a3	9	0.022195136930776	0.2156211224594481	1071	69	785	0.5563636363636364	0.0358441558441558	0.4077922077922078	1. f4 e6 2. e4 d5 3. e5 c5 4. b4 cxb4 5. a3	rnbqkbnr/pp3ppp/4p3/3pP3/1p3P2/P7/2PP2PP/RNBQKBNR b KQkq - 0 5	58
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,e2e4,f8g7,e4e5,f6d5,d1f3	9	0.0282174878169593	0.1918706547623095	1789	68	1032	0.619245413637937	0.0235375562478366	0.3572170301142264	1. b3 Nf6 2. Bb2 g6 3. e4 Bg7 4. e5 Nd5 5. Qf3	rnbqk2r/ppppppbp/6p1/3nP3/8/1P3Q2/PBPP1PPP/RN2KBNR b KQkq - 2 5	59
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,f1c4,g8f6,d1b3	13	0.0184533381923001	0.158046060196622	5213	297	2918	0.6185334598955862	0.0352396772662553	0.3462268628381585	1. c4 e6 2. e4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Qb3	rnbqkb1r/ppp2ppp/5n2/8/2B5/1QN5/PP1P1PPP/R1B1K1NR b KQkq - 5 7	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,f1c4,g8f6,d1b3	13	0.0178984353297862	0.1532935211005395	5213	297	2918	0.6185334598955862	0.0352396772662553	0.3462268628381585	1. c4 e6 2. e4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Qb3	rnbqkb1r/ppp2ppp/5n2/8/2B5/1QN5/PP1P1PPP/R1B1K1NR b KQkq - 5 7	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,d1b3,g8f6,f1c4	13	0.0167498382098014	0.143456208866023	5213	297	2918	0.6185334598955862	0.0352396772662553	0.3462268628381585	1. c4 e6 2. e4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Qb3 Nf6 7. Bc4	rnbqkb1r/ppp2ppp/5n2/8/2B5/1QN5/PP1P1PPP/R1B1K1NR b KQkq - 5 7	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,d1b3,g8f6,f1c4	13	0.0162461606056517	0.1391423952830501	5213	297	2918	0.6185334598955862	0.0352396772662553	0.3462268628381585	1. c4 e6 2. e4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Qb3 Nf6 7. Bc4	rnbqkb1r/ppp2ppp/5n2/8/2B5/1QN5/PP1P1PPP/R1B1K1NR b KQkq - 5 7	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,f1c4,g8f6,d1b3	13	0.0185782110505471	0.1580550258375406	5211	297	2918	0.6184429147875623	0.0352480417754569	0.3463090434369807	1. e4 e6 2. c4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Qb3	rnbqkb1r/ppp2ppp/5n2/8/2B5/1QN5/PP1P1PPP/R1B1K1NR b KQkq - 5 7	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,f1c4,g8f6,d1b3	13	0.0180199587258308	0.1533056672816052	5211	297	2918	0.6184429147875623	0.0352480417754569	0.3463090434369807	1. e4 e6 2. c4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Qb3	rnbqkb1r/ppp2ppp/5n2/8/2B5/1QN5/PP1P1PPP/R1B1K1NR b KQkq - 5 7	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,d1b3,g8f6,f1c4	13	0.0168628283686737	0.1434613250034244	5211	297	2918	0.6184429147875623	0.0352480417754569	0.3463090434369807	1. e4 e6 2. c4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Qb3 Nf6 7. Bc4	rnbqkb1r/ppp2ppp/5n2/8/2B5/1QN5/PP1P1PPP/R1B1K1NR b KQkq - 5 7	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,d1b3,g8f6,f1c4	13	0.016356121177519	0.1391504891553371	5211	297	2918	0.6184429147875623	0.0352480417754569	0.3463090434369807	1. e4 e6 2. c4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Qb3 Nf6 7. Bc4	rnbqkb1r/ppp2ppp/5n2/8/2B5/1QN5/PP1P1PPP/R1B1K1NR b KQkq - 5 7	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,d1b3	11	0.0238995725375564	0.2033267651364324	444	30	280	0.5888594164456233	0.039787798408488	0.3713527851458886	1. e4 e6 2. c4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Qb3	rnbqkbnr/ppp2ppp/8/8/8/1QN5/PP1P1PPP/R1B1KBNR b KQkq - 3 6	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,d1b3	11	0.0237394323499817	0.2033195140695139	444	30	280	0.5888594164456233	0.039787798408488	0.3713527851458886	1. c4 e6 2. e4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Qb3	rnbqkbnr/ppp2ppp/8/8/8/1QN5/PP1P1PPP/R1B1KBNR b KQkq - 3 6	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,d1b3	11	0.0231814198643784	0.1972170466600078	444	30	280	0.5888594164456233	0.039787798408488	0.3713527851458886	1. e4 e6 2. c4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Qb3	rnbqkbnr/ppp2ppp/8/8/8/1QN5/PP1P1PPP/R1B1KBNR b KQkq - 3 6	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,d1b3	11	0.023025573489965	0.197205575269586	444	30	280	0.5888594164456233	0.039787798408488	0.3713527851458886	1. c4 e6 2. e4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Qb3	rnbqkbnr/ppp2ppp/8/8/8/1QN5/PP1P1PPP/R1B1KBNR b KQkq - 3 6	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,f1c4,g8f6,c4f7	13	0.0185782110505471	0.1580550258375406	316	12	213	0.5841035120147874	0.022181146025878	0.3937153419593345	1. e4 e6 2. c4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Bxf7+	rnbqkb1r/ppp2Bpp/5n2/8/8/2N5/PP1P1PPP/R1BQK1NR b KQkq - 0 7	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,f1c4,g8f6,c4f7	13	0.0180199587258308	0.1533056672816052	316	12	213	0.5841035120147874	0.022181146025878	0.3937153419593345	1. e4 e6 2. c4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Bxf7+	rnbqkb1r/ppp2Bpp/5n2/8/8/2N5/PP1P1PPP/R1BQK1NR b KQkq - 0 7	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,f1c4,g8f6,c4f7,e8f7	14	0.0185095300485118	0.1574707189028362	314	12	212	0.5836431226765799	0.0223048327137546	0.3940520446096654	1. e4 e6 2. c4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Bxf7+ Kxf7	rnbq1b1r/ppp2kpp/5n2/8/8/2N5/PP1P1PPP/R1BQK1NR w KQ - 0 8	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,f1c4,g8f6,c4f7,e8f7	14	0.0179533415031845	0.1527389180495105	314	12	212	0.5836431226765799	0.0223048327137546	0.3940520446096654	1. e4 e6 2. c4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Bxf7+ Kxf7	rnbq1b1r/ppp2kpp/5n2/8/8/2N5/PP1P1PPP/R1BQK1NR w KQ - 0 8	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,f1c4,g8f6,c4f7	13	0.0184533381923001	0.158046060196622	316	12	214	0.5830258302583026	0.022140221402214	0.3948339483394834	1. c4 e6 2. e4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Bxf7+	rnbqkb1r/ppp2Bpp/5n2/8/8/2N5/PP1P1PPP/R1BQK1NR b KQkq - 0 7	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,f1c4,g8f6,c4f7	13	0.0178984353297862	0.1532935211005395	316	12	214	0.5830258302583026	0.022140221402214	0.3948339483394834	1. c4 e6 2. e4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Bxf7+	rnbqkb1r/ppp2Bpp/5n2/8/8/2N5/PP1P1PPP/R1BQK1NR b KQkq - 0 7	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,f1c4,g8f6,c4f7,e8f7	14	0.0183852446934355	0.1574628644025385	314	12	213	0.5825602968460112	0.0222634508348794	0.3951762523191094	1. c4 e6 2. e4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Bxf7+ Kxf7	rnbq1b1r/ppp2kpp/5n2/8/8/2N5/PP1P1PPP/R1BQK1NR w KQ - 0 8	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,f1c4,g8f6,c4f7,e8f7	14	0.0178323894429604	0.152727862351091	314	12	213	0.5825602968460112	0.0222634508348794	0.3951762523191094	1. c4 e6 2. e4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Bc4 Nf6 7. Bxf7+ Kxf7	rnbq1b1r/ppp2kpp/5n2/8/8/2N5/PP1P1PPP/R1BQK1NR w KQ - 0 8	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,d1b3,g8f6	12	0.0168628283686737	0.1434613250034244	339	25	234	0.5668896321070234	0.0418060200668896	0.391304347826087	1. e4 e6 2. c4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Qb3 Nf6	rnbqkb1r/ppp2ppp/5n2/8/8/1QN5/PP1P1PPP/R1B1KBNR w KQkq - 4 7	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,d1b3,g8f6	12	0.0167498382098014	0.143456208866023	339	25	234	0.5668896321070234	0.0418060200668896	0.391304347826087	1. c4 e6 2. e4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Qb3 Nf6	rnbqkb1r/ppp2ppp/5n2/8/8/1QN5/PP1P1PPP/R1B1KBNR w KQkq - 4 7	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,d1b3,g8f6	12	0.016356121177519	0.1391504891553371	339	25	234	0.5668896321070234	0.0418060200668896	0.391304347826087	1. e4 e6 2. c4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Qb3 Nf6	rnbqkb1r/ppp2ppp/5n2/8/8/1QN5/PP1P1PPP/R1B1KBNR w KQkq - 4 7	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,d1b3,g8f6	12	0.0162461606056517	0.1391423952830501	339	25	234	0.5668896321070234	0.0418060200668896	0.391304347826087	1. c4 e6 2. e4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Qb3 Nf6	rnbqkb1r/ppp2ppp/5n2/8/8/1QN5/PP1P1PPP/R1B1KBNR w KQkq - 4 7	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,f1c4	11	0.0237394323499817	0.2033195140695139	15174	1048	10737	0.562854705293223	0.0388738454690455	0.3982714492377314	1. c4 e6 2. e4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bc4	rnbqkbnr/ppp2ppp/8/8/2B5/2N5/PP1P1PPP/R1BQK1NR b KQkq - 3 6	60
C00: French Defense: Steiner Variation	c2c4,e7e6,e2e4,d7d5,e4d5,e6d5,c4d5,d8d5,b1c3,d5d8,f1c4	11	0.023025573489965	0.197205575269586	15174	1048	10737	0.562854705293223	0.0388738454690455	0.3982714492377314	1. c4 e6 2. e4 d5 3. exd5 exd5 4. cxd5 Qxd5 5. Nc3 Qd8 6. Bc4	rnbqkbnr/ppp2ppp/8/8/2B5/2N5/PP1P1PPP/R1BQK1NR b KQkq - 3 6	60
C00: French Defense: Steiner Variation	e2e4,e7e6,c2c4,d7d5,c4d5,e6d5,e4d5,d8d5,b1c3,d5d8,f1c4	11	0.0238995725375564	0.2033267651364324	15170	1048	10734	0.5628524784802612	0.0388839418224992	0.3982635796972395	1. e4 e6 2. c4 d5 3. cxd5 exd5 4. exd5 Qxd5 5. Nc3 Qd8 6. Bc4	rnbqkbnr/ppp2ppp/8/8/2B5/2N5/PP1P1PPP/R1BQK1NR b KQkq - 3 6	60
