Opening	UCI_moves	move_index	prob	prob_trimmed	white_wins	draws	black_wins	white_win_prob	draw_prob	black_win_prob	san	fen	cluster_idx	stockfish_eval
B53: Sicilian Defense: Chekhover Variation	g1f3,c7c5,e2e4,d7d6,d2d4,c5d4,d1d4,g8f6,e4e5	9	0.0128052778387414	0.1258972806489012	38557	4035	25934	0.5626623471383124	0.0588827598283863	0.3784548930333012	1. Nf3 c5 2. e4 d6 3. d4 cxd4 4. Qxd4 Nf6 5. e5	rnbqkb1r/pp2pppp/3p1n2/4P3/3Q4/5N2/PPP2PPP/RNB1KB1R b KQkq - 0 5	289	+21
B10: Caro-Kann Defense: Breyer Variation	e2e4,c7c6,d2d3,d7d5,f2f3,d5e4,f3e4,g8f6,f1e2	9	0.0167153759456475	0.2025186040947744	901	68	633	0.5624219725343321	0.0424469413233458	0.3951310861423221	1. e4 c6 2. d3 d5 3. f3 dxe4 4. fxe4 Nf6 5. Be2	rnbqkb1r/pp2pppp/2p2n2/8/4P3/3P4/PPP1B1PP/RNBQK1NR b KQkq - 2 5	290	+12
A00: Hungarian Opening: Catalan Formation	g2g3,e7e6,f1g2,d7d5,g1h3,g8f6,f2f4	7	0.0284403996420717	0.2954366231402964	1769	111	1267	0.5621226564982523	0.0352716873212583	0.4026056561804894	1. g3 e6 2. Bg2 d5 3. Nh3 Nf6 4. f4	rnbqkb1r/ppp2ppp/4pn2/3p4/5P2/6PN/PPPPP1BP/RNBQK2R b KQkq - 0 4	291	+73
C05: French Defense: Tarrasch Variation, Closed Variation	e2e4,e7e6,d2d4,d7d5,b1d2,g8f6,f1d3,c7c5,d4c5,f8c5,d1e2	11	0.0135196661114535	0.1150192109857527	2876	331	1910	0.562048075043971	0.0646863396521399	0.373265585303889	1. e4 e6 2. d4 d5 3. Nd2 Nf6 4. Bd3 c5 5. dxc5 Bxc5 6. Qe2	rnbqk2r/pp3ppp/4pn2/2bp4/4P3/3B4/PPPNQPPP/R1B1K1NR b KQkq - 1 6	292	+9
B90: Sicilian Defense: Najdorf Variation, Lipnitsky Attack	e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,b1c3,a7a6,f1c4,e7e6,g2g4	13	0.0261129723576258	0.1114694980381607	2134	125	1538	0.5620226494601	0.0329207268896497	0.4050566236502502	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 a6 6. Bc4 e6 7. g4	rnbqkb1r/1p3ppp/p2ppn2/8/2BNP1P1/2N5/PPP2P1P/R1BQK2R b KQkq - 0 7	293	+48
A45: Trompowsky Attack: Classical Defense	d2d4,g8f6,c1g5,e7e6,e2e3,f8e7,b1d2	7	0.027822744623128	0.1101890345751748	7711	866	5145	0.5619443229849876	0.0631103337705873	0.374945343244425	1. d4 Nf6 2. Bg5 e6 3. e3 Be7 4. Nd2	rnbqk2r/ppppbppp/4pn2/6B1/3P4/4P3/PPPN1PPP/R2QKBNR b KQkq - 2 4	294	-6
A00: Van't Kruijs Opening	e2e3,e7e5,f1e2,d7d5,d2d4,e5d4,g1f3	7	0.0295556792939681	0.1235357631210223	940	45	688	0.5618649133293485	0.0268977884040645	0.4112372982665869	1. e3 e5 2. Be2 d5 3. d4 exd4 4. Nf3	rnbqkbnr/ppp2ppp/8/3p4/3p4/4PN2/PPP1BPPP/RNBQK2R b KQkq - 1 4	295	+65
C01: French Defense: Exchange Variation, Monte Carlo Variation	e2e4,e7e6,d2d4,d7d5,e4d5,e6d5,c2c4,c7c6,d1b3	9	0.0149793670244284	0.1274376868490961	487	29	351	0.5617070357554786	0.0334486735870818	0.4048442906574394	1. e4 e6 2. d4 d5 3. exd5 exd5 4. c4 c6 5. Qb3	rnbqkbnr/pp3ppp/2p5/3p4/2PP4/1Q6/PP3PPP/RNB1KBNR b KQkq - 1 5	296	0
A00: Van Geet Opening	b1c3,d7d5,e2e4,d5e4,f1b5,c7c6,b5c4	7	0.0757896625712906	0.3068272736537649	707	11	541	0.5615567911040509	0.0087370929308975	0.4297061159650516	1. Nc3 d5 2. e4 dxe4 3. Bb5+ c6 4. Bc4	rnbqkbnr/pp2pppp/2p5/8/2B1p3/2N5/PPPP1PPP/R1BQK1NR b KQkq - 1 4	297	+155
A04: Zukertort Opening: Sicilian Invitation	g1f3,c7c5,d2d4,c5d4,d1d4,g8f6,d4h4	7	0.0116636243016675	0.1146729185092571	2323	182	1632	0.5615180082185158	0.0439932318104906	0.3944887599709935	1. Nf3 c5 2. d4 cxd4 3. Qxd4 Nf6 4. Qh4	rnbqkb1r/pp1ppppp/5n2/8/7Q/5N2/PPP1PPPP/RNB1KB1R b KQkq - 2 4	298	+36
A00: Van't Kruijs Opening	e2e3,d7d5,c2c4,d5c4,g1f3,g8f6	6	0.0209845090079139	0.1020296690445249	31299	2561	21888	0.5614371816029274	0.0459388677620721	0.3926239506350004	1. e3 d5 2. c4 dxc4 3. Nf3 Nf6	rnbqkb1r/ppp1pppp/5n2/8/2p5/4PN2/PP1P1PPP/RNBQKB1R w KQkq - 2 4	299	+41
B07: Pirc Defense	b1c3,g8f6,d2d4,g7g6,e2e4,d7d6,h2h3,f8g7,g1e2,e8h8,g2g4	11	0.0168360362931242	0.1028011940577763	1678	181	1130	0.5613917698226831	0.0605553696888591	0.3780528604884576	1. Nc3 Nf6 2. d4 g6 3. e4 d6 4. h3 Bg7 5. Nge2 O-O 6. g4	rnbq1rk1/ppp1ppbp/3p1np1/8/3PP1P1/2N4P/PPP1NP2/R1BQKB1R b KQ - 0 6	300	-41
A13: English Opening: Agincourt Defense	c2c4,e7e6,g2g3,d7d5,f1g2,c7c6,g1f3	7	0.0134713565392231	0.1153772181673128	54546	5377	37252	0.5613172112168767	0.0553331618214561	0.3833496269616671	1. c4 e6 2. g3 d5 3. Bg2 c6 4. Nf3	rnbqkbnr/pp3ppp/2p1p3/3p4/2P5/5NP1/PP1PPPBP/RNBQK2R b KQkq - 1 4	301	-20
A00: Hungarian Opening	g2g3,d7d5,c2c4,d5c4,b1a3	5	0.1387365477749348	0.5082909178934762	376	29	265	0.5611940298507463	0.0432835820895522	0.3955223880597014	1. g3 d5 2. c4 dxc4 3. Na3	rnbqkbnr/ppp1pppp/8/8/2p5/N5P1/PP1PPP1P/R1BQKBNR b KQkq - 1 3	302	+128
B01: Scandinavian Defense	e2e4,d7d5,d2d3,d5e4,f2f4,e4d3,b1c3,d3c2,d1c2	9	0.035064462020784	0.3557178561163069	326	14	241	0.5611015490533563	0.0240963855421686	0.414802065404475	1. e4 d5 2. d3 dxe4 3. f4 exd3 4. Nc3 dxc2 5. Qxc2	rnbqkbnr/ppp1pppp/8/8/5P2/2N5/PPQ3PP/R1B1KBNR b KQkq - 0 5	303	+186
C07: French Defense: Tarrasch Variation, Open System	e2e4,e7e6,d2d4,d7d5,b1d2,c7c5,d4c5,f8c5,f1d3	9	0.0185622745029462	0.157919444890809	3449	368	2330	0.5610867089637221	0.0598666015942736	0.3790466894420042	1. e4 e6 2. d4 d5 3. Nd2 c5 4. dxc5 Bxc5 5. Bd3	rnbqk1nr/pp3ppp/4p3/2bp4/4P3/3B4/PPPN1PPP/R1BQK1NR b KQkq - 1 5	304	+12
B10: Caro-Kann Defense	e2e4,c7c6,b1c3,d7d5,f2f3,d5e4,f3e4,e7e5,g1f3	9	0.0132674074326503	0.1607440264552713	2498	152	1805	0.5607182940516274	0.0341189674523007	0.4051627384960718	1. e4 c6 2. Nc3 d5 3. f3 dxe4 4. fxe4 e5 5. Nf3	rnbqkbnr/pp3ppp/2p5/4p3/4P3/2N2N2/PPPP2PP/R1BQKB1R b KQkq - 1 5	305	-48
C24: Bishop's Opening: Berlin Defense	e2e4,e7e5,f1c4,g8f6,c4f7,e8f7,g1f3,d7d6,e1h1	9	0.031773232987739	0.1001230017990855	1982	89	1464	0.5606789250353607	0.0251768033946251	0.4141442715700141	1. e4 e5 2. Bc4 Nf6 3. Bxf7+ Kxf7 4. Nf3 d6 5. O-O	rnbq1b1r/ppp2kpp/3p1n2/4p3/4P3/5N2/PPPP1PPP/RNBQ1RK1 b - - 1 5	306	+515
B12: Caro-Kann Defense: Advance Variation, Tal Variation	e2e4,c7c6,d2d4,d7d5,e4e5,c8f5,h2h4,h7h5,f1d3,f5d3,d1d3,e7e6,c1g5	13	0.0209788178135777	0.2541732182978889	21624	2337	14609	0.5606429867772881	0.0605911330049261	0.3787658802177858	1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4 h5 5. Bd3 Bxd3 6. Qxd3 e6 7. Bg5	rn1qkbnr/pp3pp1/2p1p3/3pP1Bp/3P3P/3Q4/PPP2PP1/RN2K1NR b KQkq - 1 7	307	-8
B15: Caro-Kann Defense	e2e4,c7c6,d2d4,d7d5,b1c3,d5e4,d4d5,g8f6,c1g5,c6d5,g5f6	11	0.0128031565215903	0.1551192982551212	539	62	361	0.5602910602910602	0.0644490644490644	0.3752598752598752	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. d5 Nf6 5. Bg5 cxd5 6. Bxf6	rnbqkb1r/pp2pppp/5B2/3p4/4p3/2N5/PPP2PPP/R2QKBNR b KQkq - 0 6	308	+150
A10: English Opening: Anglo-Scandinavian Defense	c2c4,d7d5,c4d5,d8d5,b1c3,d5d8,e2e4,g8f6,e4e5	9	0.012148976331327	0.1577750710388035	2682	162	1943	0.5602673908502194	0.0338416544808857	0.4058909546688949	1. c4 d5 2. cxd5 Qxd5 3. Nc3 Qd8 4. e4 Nf6 5. e5	rnbqkb1r/ppp1pppp/5n2/4P3/8/2N5/PP1P1PPP/R1BQKBNR b KQkq - 0 5	309	-52
A06: Zukertort Opening: Old Indian Attack	d2d3,d7d5,g1f3,c7c5,b1d2,b8c6,c2c4	7	0.0328696494310226	0.1186174451340653	810	77	559	0.5601659751037344	0.0532503457814661	0.3865836791147994	1. d3 d5 2. Nf3 c5 3. Nbd2 Nc6 4. c4	r1bqkbnr/pp2pppp/2n5/2pp4/2P5/3P1N2/PP1NPPPP/R1BQKB1R b KQkq - 0 4	310	+111
A40: Queen's Pawn Game: Modern Defense	d2d4,g7g6,c2c4,f8g7,h2h4,d7d6,h4h5	7	0.0106275997722832	0.2009719885990236	1784	128	1273	0.5601255886970172	0.0401883830455259	0.3996860282574568	1. d4 g6 2. c4 Bg7 3. h4 d6 4. h5	rnbqk1nr/ppp1ppbp/3p2p1/7P/2PP4/8/PP2PPP1/RNBQKBNR b KQkq - 0 4	311	-56
A00: Mieses Opening	d2d3,e7e6,g1f3,d7d5,c2c3,g8f6,c1f4	7	0.0291481359468855	0.2590136990154364	597	33	436	0.5600375234521576	0.0309568480300187	0.4090056285178236	1. d3 e6 2. Nf3 d5 3. c3 Nf6 4. Bf4	rnbqkb1r/ppp2ppp/4pn2/3p4/5B2/2PP1N2/PP2PPPP/RN1QKB1R b KQkq - 2 4	312	+23
A13: English Opening: Agincourt Defense	c2c4,e7e6,d2d3,d7d5,g2g3,d5c4,d1a4	7	0.0205446864073141	0.1759576891083022	346	19	253	0.5598705501618123	0.0307443365695792	0.4093851132686084	1. c4 e6 2. d3 d5 3. g3 dxc4 4. Qa4+	rnbqkbnr/ppp2ppp/4p3/8/Q1p5/3P2P1/PP2PP1P/RNB1KBNR b KQkq - 1 4	313	+27
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,g7g6,b2f6,e7f6,c2c4,f8g7,g2g3,f6f5,b1c3	11	0.0155454005518818	0.1057041718873097	7810	1025	5118	0.5597362574356769	0.0734609044649896	0.3668028380993334	1. b3 Nf6 2. Bb2 g6 3. Bxf6 exf6 4. c4 Bg7 5. g3 f5 6. Nc3	rnbqk2r/pppp1pbp/6p1/5p2/2P5/1PN3P1/P2PPP1P/R2QKBNR b KQkq - 1 6	314	-25
A15: English Opening: Anglo-Indian Defense	c2c4,g8f6,b2b3,g7g6,c1b2,f8g7,e2e3,e8h8,b1c3,d7d6,h2h4	11	0.0221819465014915	0.1107263027216486	352	23	254	0.5596184419713831	0.0365659777424483	0.4038155802861685	1. c4 Nf6 2. b3 g6 3. Bb2 Bg7 4. e3 O-O 5. Nc3 d6 6. h4	rnbq1rk1/ppp1ppbp/3p1np1/8/2P4P/1PN1P3/PB1P1PP1/R2QKBNR b KQ - 0 6	315	+37
D00: Blackmar-Diemer Gambit: von Popiel Gambit	d2d4,d7d5,e2e4,d5e4,b1c3,g8f6,c1g5,c8f5,g5f6,e7f6,f2f3,e4f3,d1f3	13	0.0361959042918862	0.1020833150287394	386	13	291	0.5594202898550724	0.0188405797101449	0.4217391304347826	1. d4 d5 2. e4 dxe4 3. Nc3 Nf6 4. Bg5 Bf5 5. Bxf6 exf6 6. f3 exf3 7. Qxf3	rn1qkb1r/ppp2ppp/5p2/5b2/3P4/2N2Q2/PPP3PP/R3KBNR b KQkq - 0 7	316	+77
A40: Horwitz Defense	d2d4,e7e6,e2e3,d7d5,f1d3,c7c5,b1d2	7	0.013032419482077	0.1327959868393352	3054	207	2200	0.5592382347555392	0.037905145577733	0.4028566196667277	1. d4 e6 2. e3 d5 3. Bd3 c5 4. Nd2	rnbqkbnr/pp3ppp/4p3/2pp4/3P4/3BP3/PPPN1PPP/R1BQK1NR b KQkq - 1 4	317	+21
B12: Caro-Kann Defense: Advance Variation, Short Variation	e2e4,c7c6,d2d4,d7d5,e4e5,c8f5,g1f3,e7e6,a2a3,c6c5,d4c5,f8c5,b2b4,c5b6	14	0.0141259837556181	0.1711462859678094	359	32	251	0.559190031152648	0.0498442367601246	0.3909657320872274	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3 e6 5. a3 c5 6. dxc5 Bxc5 7. b4 Bb6	rn1qk1nr/pp3ppp/1b2p3/3pPb2/1P6/P4N2/2P2PPP/RNBQKB1R w KQkq - 1 8	318	-38
A10: English Opening: Anglo-Scandinavian Defense, Schulz Gambit	c2c4,d7d5,c4d5,g8f6,g1f3	5	0.0125304517125885	0.162729176120306	84550	7600	59076	0.5590969806779258	0.0502559083755438	0.3906471109465304	1. c4 d5 2. cxd5 Nf6 3. Nf3	rnbqkb1r/ppp1pppp/5n2/3P4/8/5N2/PP1PPPPP/RNBQKB1R b KQkq - 2 3	319	-69
B10: Caro-Kann Defense: Goldman Variation	e2e4,c7c6,b1c3,d7d5,d1f3,d5e4,c3e4,g8f6,f1c4	9	0.0294496700620529	0.3568035855975827	15643	1467	10872	0.5590379529697663	0.0524265599313844	0.3885354870988493	1. e4 c6 2. Nc3 d5 3. Qf3 dxe4 4. Nxe4 Nf6 5. Bc4	rnbqkb1r/pp2pppp/2p2n2/8/2B1N3/5Q2/PPPP1PPP/R1B1K1NR b KQkq - 2 5	320	+9
B12: Caro-Kann Defense: Advance Variation	e2e4,c7c6,d2d4,d7d5,e4e5,c8f5,f1d3,f5d3,d1d3,e7e6,c2c3,c6c5,a2a3,b8c6,b2b4	15	0.0106246129992294	0.1287247023726924	559	52	389	0.559	0.052	0.389	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Bd3 Bxd3 5. Qxd3 e6 6. c3 c5 7. a3 Nc6 8. b4	r2qkbnr/pp3ppp/2n1p3/2ppP3/1P1P4/P1PQ4/5PPP/RNB1K1NR b KQkq - 0 8	321	-7
A00: Hungarian Opening	g2g3,d7d5,c2c4,d5c4,g1f3,g8f6,f1g2	7	0.048392745677411	0.1772971398975577	19010	1622	13380	0.5589203810419852	0.0476890509232035	0.3933905680348112	1. g3 d5 2. c4 dxc4 3. Nf3 Nf6 4. Bg2	rnbqkb1r/ppp1pppp/5n2/8/2p5/5NP1/PP1PPPBP/RNBQK2R b KQkq - 3 4	322	-3
A05: Zukertort Opening	g1f3,g8f6,d2d3,g7g6,b1d2,f8g7,e2e4,d7d6,h2h3	9	0.0215767193547753	0.1092684438034682	1627	104	1180	0.5589144623840605	0.035726554448643	0.4053589831672964	1. Nf3 Nf6 2. d3 g6 3. Nbd2 Bg7 4. e4 d6 5. h3	rnbqk2r/ppp1ppbp/3p1np1/8/4P3/3P1N1P/PPPN1PP1/R1BQKB1R b KQkq - 0 5	323	+27
A00: Hungarian Opening	g2g3,d7d5,c2c4,d5c4,d1a4,b8c6,f1g2,c8d7	8	0.0339695935539379	0.1244548474422895	1471	103	1058	0.5588905775075987	0.0391337386018237	0.4019756838905775	1. g3 d5 2. c4 dxc4 3. Qa4+ Nc6 4. Bg2 Bd7	r2qkbnr/pppbpppp/2n5/8/Q1p5/6P1/PP1PPPBP/RNB1K1NR w KQkq - 4 5	324	+3
A01: Nimzo-Larsen Attack	b2b3,e7e6,g2g3,d7d5,c1b2,g8f6,b2f6	7	0.03002300365939	0.3120643366583006	2488	184	1780	0.5588499550763701	0.0413297394429469	0.3998203054806828	1. b3 e6 2. g3 d5 3. Bb2 Nf6 4. Bxf6	rnbqkb1r/ppp2ppp/4pB2/3p4/8/1P4P1/P1PPPP1P/RN1QKBNR b KQkq - 0 4	325	+146
A01: Nimzo-Larsen Attack: Indian Variation	b2b3,g8f6,c1b2,e7e6,b1c3,f8e7,g1f3	7	0.0152066394337998	0.1034006954773601	1630	77	1210	0.5587932807679122	0.0263969832019197	0.4148097360301679	1. b3 Nf6 2. Bb2 e6 3. Nc3 Be7 4. Nf3	rnbqk2r/ppppbppp/4pn2/8/8/1PN2N2/PBPPPPPP/R2QKB1R b KQkq - 3 4	326	+32
A00: Hungarian Opening: Catalan Formation	g2g3,e7e6,f1g2,d7d5,e2e4,g8f6,e4e5,f6d7,f2f4,c7c5,g1f3,b8c6,e1h1	13	0.0101275620552695	0.1052043140007959	827	64	589	0.5587837837837838	0.0432432432432432	0.3979729729729729	1. g3 e6 2. Bg2 d5 3. e4 Nf6 4. e5 Nfd7 5. f4 c5 6. Nf3 Nc6 7. O-O	r1bqkb1r/pp1n1ppp/2n1p3/2ppP3/5P2/5NP1/PPPP2BP/RNBQ1RK1 b kq - 3 7	327	+35
A20: English Opening: King's English Variation	c2c4,e7e5,a2a3,g8f6,e2e3,d7d5,c4d5,f6d5,d1c2	9	0.0299532973490322	0.1219583607619168	2752	166	2007	0.5587817258883249	0.0337055837563451	0.4075126903553299	1. c4 e5 2. a3 Nf6 3. e3 d5 4. cxd5 Nxd5 5. Qc2	rnbqkb1r/ppp2ppp/8/3np3/8/P3P3/1PQP1PPP/RNB1KBNR b KQkq - 1 5	328	+36
B54: Sicilian Defense: Prins Variation	e2e4,c7c5,g1f3,d7d6,d2d4,c5d4,f3d4,g8f6,f2f3,a7a6,c2c4	11	0.02665198393776	0.1137703985044673	37958	4272	25722	0.55860018836826	0.0628679067577113	0.3785319048740287	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. f3 a6 6. c4	rnbqkb1r/1p2pppp/p2p1n2/8/2PNP3/5P2/PP4PP/RNBQKB1R b KQkq - 0 6	329	-62
A04: Zukertort Opening: Sicilian Invitation	g1f3,c7c5,f3e5,b8c6,e5f7,e8f7,d2d4	7	0.0301640366397921	0.2965628886906608	291	8	222	0.5585412667946257	0.0153550863723608	0.4261036468330134	1. Nf3 c5 2. Ne5 Nc6 3. Nxf7 Kxf7 4. d4	r1bq1bnr/pp1ppkpp/2n5/2p5/3P4/8/PPP1PPPP/RNBQKB1R b KQ - 0 4	330	+558
B15: Caro-Kann Defense	e2e4,c7c6,d2d4,d7d5,b1c3,d5e4,g1e2,g8f6,e2g3,c8g4,f1e2,g4e2,d1e2	13	0.0231091264409031	0.2799834143054359	334	39	225	0.5585284280936454	0.0652173913043478	0.3762541806020067	1. e4 c6 2. d4 d5 3. Nc3 dxe4 4. Nge2 Nf6 5. Ng3 Bg4 6. Be2 Bxe2 7. Qxe2	rn1qkb1r/pp2pppp/2p2n2/8/3Pp3/2N3N1/PPP1QPPP/R1B1K2R b KQkq - 0 7	331	+16
B10: Caro-Kann Defense: Breyer Variation	e2e4,c7c6,d2d3,d7d5,b1c3,d5e4,c1f4,e4d3	8	0.0238658101953484	0.2891511732711768	578	40	417	0.5584541062801932	0.038647342995169	0.4028985507246377	1. e4 c6 2. d3 d5 3. Nc3 dxe4 4. Bf4 exd3	rnbqkbnr/pp2pppp/2p5/8/5B2/2Np4/PPP2PPP/R2QKBNR w KQkq - 0 5	332	-2
A00: Valencia Opening	d2d3,e7e5,b1d2,d7d5,c2c4,d5d4,g1f3	7	0.0181125184350377	0.1337451111425691	435	20	324	0.558408215661104	0.0256739409499358	0.4159178433889602	1. d3 e5 2. Nd2 d5 3. c4 d4 4. Ngf3	rnbqkbnr/ppp2ppp/8/4p3/2Pp4/3P1N2/PP1NPPPP/R1BQKB1R b KQkq - 1 4	333	+86
A00: Mieses Opening: Reversed Rat	d2d3,e7e5,g1f3,e5e4,d3e4	5	0.0344239805276482	0.254190996031434	21117	1414	15296	0.558252042192085	0.037380706902477	0.4043672509054379	1. d3 e5 2. Nf3 e4 3. dxe4	rnbqkbnr/pppp1ppp/8/8/4P3/5N2/PPP1PPPP/RNBQKB1R b KQkq - 0 3	334	-199
A00: Van Geet Opening: Reversed Nimzowitsch	b1c3,e7e5,d2d4,e5d4,d1d4,b8c6,d4d3,g8f6,e2e4,f8b4,c1d2,e8h8,e1a1	13	0.0134723291868271	0.1060413596799511	1965	175	1380	0.5582386363636364	0.049715909090909	0.3920454545454545	1. Nc3 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qd3 Nf6 5. e4 Bb4 6. Bd2 O-O 7. O-O-O	r1bq1rk1/pppp1ppp/2n2n2/8/1b2P3/2NQ4/PPPB1PPP/2KR1BNR b - - 4 7	335	0
A00: Hungarian Opening	g2g3,e7e6,f2f3,f8e7,g1h3	5	0.0161699849693597	0.1679725255516482	2582	174	1870	0.558149589277994	0.0376134889753566	0.4042369217466494	1. g3 e6 2. f3 Be7 3. Nh3	rnbqk1nr/ppppbppp/4p3/8/8/5PPN/PPPPP2P/RNBQKB1R b KQkq - 2 3	336	+70
A01: Nimzo-Larsen Attack: Spike Variation	b2b3,g8f6,c1b2,g7g6,g2g4,f8g7,g4g5,f6h5,b2g7,h5g7,d2d4	11	0.0501129584492068	0.3407534438252434	2175	201	1521	0.5581216320246344	0.0515781370284834	0.3903002309468822	1. b3 Nf6 2. Bb2 g6 3. g4 Bg7 4. g5 Nh5 5. Bxg7 Nxg7 6. d4	rnbqk2r/ppppppnp/6p1/6P1/3P4/1P6/P1P1PP1P/RN1QKBNR b KQkq - 0 6	337	+14
A13: English Opening: Agincourt Defense	c2c4,e7e6,g1f3,d7d5,c4d5,e6d5,d2d4,g8f6,d1c2,c7c6	10	0.0129195636788209	0.1106513150964212	1503	177	1013	0.558113627924248	0.0657259561826958	0.376160415893056	1. c4 e6 2. Nf3 d5 3. cxd5 exd5 4. d4 Nf6 5. Qc2 c6	rnbqkb1r/pp3ppp/2p2n2/3p4/3P4/5N2/PPQ1PPPP/RNB1KB1R w KQkq - 0 6	338	+4
A40: Horwitz Defense	d2d4,e7e6,c2c3,d7d5,c1g5,g8f6,e2e3,f8e7,g5f6	9	0.0116724102499491	0.1189379485572335	731	68	511	0.5580152671755725	0.0519083969465648	0.3900763358778626	1. d4 e6 2. c3 d5 3. Bg5 Nf6 4. e3 Be7 5. Bxf6	rnbqk2r/ppp1bppp/4pB2/3p4/3P4/2P1P3/PP3PPP/RN1QKBNR b KQkq - 0 5	339	+17
A00: Van't Kruijs Opening	e2e3,e7e6,d2d4,d7d5,f1d3,c7c5,c2c3	7	0.0151634053194828	0.1327986724273079	65799	4821	47308	0.557959093684282	0.0408808764669968	0.4011600298487212	1. e3 e6 2. d4 d5 3. Bd3 c5 4. c3	rnbqkbnr/pp3ppp/4p3/2pp4/3P4/2PBP3/PP3PPP/RNBQK1NR b KQkq - 0 4	340	+6
A00: Mieses Opening	d2d3,e7e6,c1d2,d7d5,d1c1,g8f6,f2f3	7	0.022270885853905	0.1979016612205304	1006	78	719	0.5579589572933998	0.043261231281198	0.3987798114254021	1. d3 e6 2. Bd2 d5 3. Qc1 Nf6 4. f3	rnbqkb1r/ppp2ppp/4pn2/3p4/8/3P1P2/PPPBP1PP/RNQ1KBNR b KQkq - 0 4	341	+150
C44: King's Knight Opening: Normal Variation	e2e4,e7e5,g1f3,b8c6,a2a3,f8c5,f3e5,c6e5	8	0.0368980061877088	0.1162720564614951	294	18	215	0.5578747628083491	0.0341555977229601	0.4079696394686907	1. e4 e5 2. Nf3 Nc6 3. a3 Bc5 4. Nxe5 Nxe5	r1bqk1nr/pppp1ppp/8/2b1n3/4P3/P7/1PPP1PPP/RNBQKB1R w KQkq - 0 5	342	+105
A05: Zukertort Opening: Nimzo-Larsen Variation	g1f3,g8f6,b2b3,g7g6,c1b2,f8g7,e2e3,e8h8,f1e2,d7d6,b2f6	11	0.0306802418479676	0.1553703427810271	502	46	352	0.5577777777777778	0.0511111111111111	0.3911111111111111	1. Nf3 Nf6 2. b3 g6 3. Bb2 Bg7 4. e3 O-O 5. Be2 d6 6. Bxf6	rnbq1rk1/ppp1ppbp/3p1Bp1/8/8/1P2PN2/P1PPBPPP/RN1QK2R b KQ - 0 6	343	+62
A00: Van't Kruijs Opening	e2e3,e7e6,b2b3,d7d5,c1b2,g8f6,f1e2,f8e7,g2g4	9	0.0191771927167175	0.167950778865653	744	38	552	0.5577211394302849	0.0284857571214392	0.4137931034482758	1. e3 e6 2. b3 d5 3. Bb2 Nf6 4. Be2 Be7 5. g4	rnbqk2r/ppp1bppp/4pn2/3p4/6P1/1P2P3/PBPPBP1P/RN1QK1NR b KQkq - 0 5	344	+75
C11: French Defense: Classical Variation, Steinitz Variation	d2d4,e7e6,e2e4,d7d5,b1c3,g8f6,e4e5,f6d7,g1f3,c7c5,c1g5	11	0.0193107988680645	0.1967705686474607	46306	3041	33707	0.5575408770197703	0.0366147325836202	0.4058443903966094	1. d4 e6 2. e4 d5 3. Nc3 Nf6 4. e5 Nfd7 5. Nf3 c5 6. Bg5	rnbqkb1r/pp1n1ppp/4p3/2ppP1B1/3P4/2N2N2/PPP2PPP/R2QKB1R b KQkq - 1 6	345	+34
B10: Caro-Kann Defense	e2e4,c7c6,f2f4,d7d5,b1c3,d5d4,c3b1	7	0.0126799481940543	0.1536265422090368	713	40	526	0.5574667709147771	0.0312744331508991	0.4112587959343237	1. e4 c6 2. f4 d5 3. Nc3 d4 4. Nb1	rnbqkbnr/pp2pppp/2p5/8/3pPP2/8/PPPP2PP/RNBQKBNR b KQkq - 1 4	346	+66
B06: Modern Defense	d2d4,g7g6,e2e4,f8g7,h2h4,d7d6,h4h5	7	0.0131451820008874	0.2485804343238705	21112	1329	15441	0.5573095401509952	0.0350826249934005	0.4076078348556042	1. d4 g6 2. e4 Bg7 3. h4 d6 4. h5	rnbqk1nr/ppp1ppbp/3p2p1/7P/3PP3/8/PPP2PP1/RNBQKBNR b KQkq - 0 4	347	-129
A05: Zukertort Opening	g1f3,g8f6,c2c3,g7g6,d2d3,f8g7,c1f4,e8h8,f4g3,d7d6,b1d2	11	0.0346623466223768	0.1755364479524211	428	25	315	0.5572916666666666	0.0325520833333333	0.41015625	1. Nf3 Nf6 2. c3 g6 3. d3 Bg7 4. Bf4 O-O 5. Bg3 d6 6. Nbd2	rnbq1rk1/ppp1ppbp/3p1np1/8/8/2PP1NB1/PP1NPPPP/R2QKB1R b KQ - 1 6	348	+70
A00: Hungarian Opening	g2g3,d7d5,g1h3,e7e5,d2d4,e5e4	6	0.0347426512120496	0.1272871089691051	365	31	259	0.5572519083969466	0.0473282442748091	0.3954198473282442	1. g3 d5 2. Nh3 e5 3. d4 e4	rnbqkbnr/ppp2ppp/8/3p4/3Pp3/6PN/PPP1PP1P/RNBQKB1R w KQkq - 0 4	349	-30
